webkb,DM,vectorized,None,faculty,745,6141,49.1003002198413
webkb,DM,vectorized,None,project,335,4576,21.938398325815797
webkb,DM,vectorized,None,course,620,4802,33.089082452468574
webkb,DM,vectorized,None,student,1085,6007,51.05743944272399
webkb,DM,approximate,None,faculty,745,6141,60.802555579692125
webkb,DM,approximate,None,project,335,4576,26.967257361859083
webkb,DM,approximate,None,course,620,4802,46.97805413976312
webkb,DM,approximate,None,student,1085,6007,70.14310211222619
webkb,DM,sklar,None,faculty,745,6141,1682.3750826921314
webkb,DM,sklar,None,project,335,4576,123.59265828039497
webkb,DM,sklar,None,course,620,4802,117.84516608063132
webkb,DM,sklar,None,student,1085,6007,54.55487958714366
webkb,BLM,vectorized,None,faculty,745,6141,65.65196696296334
webkb,BLM,vectorized,None,project,335,4576,29.13368389196694
webkb,BLM,vectorized,None,course,620,4802,50.711231568828225
webkb,BLM,vectorized,None,student,1085,6007,77.74710240121931
webkb,BLM,approximate,None,faculty,745,6141,64.80340994987637
webkb,BLM,approximate,None,project,335,4576,28.605033857747912
webkb,BLM,approximate,None,course,620,4802,49.997469432652
webkb,BLM,approximate,None,student,1085,6007,75.30252319388092
webkb,BLM,sklar,None,faculty,745,6141,2098.9964480567724
webkb,BLM,sklar,None,project,335,4576,152.58631568122655
webkb,BLM,sklar,None,course,620,4802,165.31402060762048
webkb,BLM,sklar,None,student,1085,6007,77.12449624482542
webkb,BLM,vectorized,empirical,faculty,745,6141,65.68373353313655
webkb,BLM,vectorized,empirical,project,335,4576,29.210171699523926
webkb,BLM,vectorized,empirical,course,620,4802,50.603227191604674
webkb,BLM,vectorized,empirical,student,1085,6007,77.39556672982872
webkb,BLM,approximate,empirical,faculty,745,6141,64.68822240270674
webkb,BLM,approximate,empirical,project,335,4576,28.62029306590557
webkb,BLM,approximate,empirical,course,620,4802,50.225160513073206
webkb,BLM,approximate,empirical,student,1085,6007,75.00629751011729
webkb,BLM,sklar,empirical,faculty,745,6141,2081.1346730496734
webkb,BLM,sklar,empirical,project,335,4576,152.07556619215757
webkb,BLM,sklar,empirical,course,620,4802,165.09067456889898
webkb,BLM,sklar,empirical,student,1085,6007,77.28947736416012
webkb,BLM,vectorized,aposteriori,faculty,745,6141,65.11064768582582
webkb,BLM,vectorized,aposteriori,project,335,4576,29.024919173680246
webkb,BLM,vectorized,aposteriori,course,620,4802,50.61147703696042
webkb,BLM,vectorized,aposteriori,student,1085,6007,76.74889849498868
webkb,BLM,approximate,aposteriori,faculty,745,6141,64.1357319643721
webkb,BLM,approximate,aposteriori,project,335,4576,28.505907649174333
webkb,BLM,approximate,aposteriori,course,620,4802,49.78467026911676
webkb,BLM,approximate,aposteriori,student,1085,6007,74.50654423143715
webkb,BLM,sklar,aposteriori,faculty,745,6141,2049.2794320322573
webkb,BLM,sklar,aposteriori,project,335,4576,151.14387145545334
webkb,BLM,sklar,aposteriori,course,620,4802,163.42874686326832
webkb,BLM,sklar,aposteriori,student,1085,6007,76.76910507678986
r8,DM,vectorized,None,crude,253,3142,11.235900615341961
r8,DM,vectorized,None,earn,2840,7722,124.45813819486648
r8,DM,vectorized,None,grain,41,1283,1.872496229596436
r8,DM,vectorized,None,trade,251,3079,13.259521965868771
r8,DM,vectorized,None,ship,108,1954,3.5870620626956224
r8,DM,vectorized,None,money-fx,206,2368,10.292141769081354
r8,DM,vectorized,None,acq,1596,7853,77.28893683385104
r8,DM,vectorized,None,interest,190,1758,6.578056606464088
r8,DM,approximate,None,crude,253,3142,14.702581864781678
r8,DM,approximate,None,earn,2840,7722,150.33681761287153
r8,DM,approximate,None,grain,41,1283,2.040094882249832
r8,DM,approximate,None,trade,251,3079,16.02033521234989
r8,DM,approximate,None,ship,108,1954,3.4721706537529826
r8,DM,approximate,None,money-fx,206,2368,9.571831246837974
r8,DM,approximate,None,acq,1596,7853,93.23438035976142
r8,DM,approximate,None,interest,190,1758,4.277558358386159
r8,DM,sklar,None,crude,253,3142,18.53561930824071
r8,DM,sklar,None,earn,2840,7722,47.58331264927983
r8,DM,sklar,None,grain,41,1283,9.050172835588455
r8,DM,sklar,None,trade,251,3079,22.346024380996823
r8,DM,sklar,None,ship,108,1954,8.393082971684635
r8,DM,sklar,None,money-fx,206,2368,19.788101232610643
r8,DM,sklar,None,acq,1596,7853,45.74016737937927
r8,DM,sklar,None,interest,190,1758,13.908374848775566
r8,BLM,vectorized,None,crude,253,3142,15.93779800273478
r8,BLM,vectorized,None,earn,2840,7722,140.67153523676097
r8,BLM,vectorized,None,grain,41,1283,2.240001886151731
r8,BLM,vectorized,None,trade,251,3079,17.57992252986878
r8,BLM,vectorized,None,ship,108,1954,5.526218478567898
r8,BLM,vectorized,None,money-fx,206,2368,10.986931752413511
r8,BLM,vectorized,None,acq,1596,7853,117.41038387548178
r8,BLM,vectorized,None,interest,190,1758,7.223719418048859
r8,BLM,approximate,None,crude,253,3142,15.737658555619419
r8,BLM,approximate,None,earn,2840,7722,176.3570938454941
r8,BLM,approximate,None,grain,41,1283,2.212003543972969
r8,BLM,approximate,None,trade,251,3079,17.151786227710545
r8,BLM,approximate,None,ship,108,1954,5.363131713122129
r8,BLM,approximate,None,money-fx,206,2368,10.812212182208896
r8,BLM,approximate,None,acq,1596,7853,117.02165998518467
r8,BLM,approximate,None,interest,190,1758,7.263415286317468
r8,BLM,sklar,None,crude,253,3142,24.91856171004474
r8,BLM,sklar,None,earn,2840,7722,52.59510724246502
r8,BLM,sklar,None,grain,41,1283,10.202680051326752
r8,BLM,sklar,None,trade,251,3079,28.70803139731288
r8,BLM,sklar,None,ship,108,1954,12.05979895312339
r8,BLM,sklar,None,money-fx,206,2368,19.99174519442022
r8,BLM,sklar,None,acq,1596,7853,68.6536572529003
r8,BLM,sklar,None,interest,190,1758,14.091284117661417
r8,BLM,vectorized,empirical,crude,253,3142,15.985825205221772
r8,BLM,vectorized,empirical,earn,2840,7722,140.48753415141255
r8,BLM,vectorized,empirical,grain,41,1283,2.2526527056470513
r8,BLM,vectorized,empirical,trade,251,3079,17.6102748606354
r8,BLM,vectorized,empirical,ship,108,1954,5.510540031827986
r8,BLM,vectorized,empirical,money-fx,206,2368,11.010806771926582
r8,BLM,vectorized,empirical,acq,1596,7853,117.60050063952804
r8,BLM,vectorized,empirical,interest,190,1758,7.245603520423174
r8,BLM,approximate,empirical,crude,253,3142,15.75853031501174
r8,BLM,approximate,empirical,earn,2840,7722,176.41550557874143
r8,BLM,approximate,empirical,grain,41,1283,2.2270520785823464
r8,BLM,approximate,empirical,trade,251,3079,17.117992519401014
r8,BLM,approximate,empirical,ship,108,1954,5.368677383288741
r8,BLM,approximate,empirical,money-fx,206,2368,10.817757259123027
r8,BLM,approximate,empirical,acq,1596,7853,116.50134432967752
r8,BLM,approximate,empirical,interest,190,1758,7.237297958694398
r8,BLM,sklar,empirical,crude,253,3142,25.0187387149781
r8,BLM,sklar,empirical,earn,2840,7722,52.5138960685581
r8,BLM,sklar,empirical,grain,41,1283,10.174582398496568
r8,BLM,sklar,empirical,trade,251,3079,28.715112399309874
r8,BLM,sklar,empirical,ship,108,1954,12.056790892034769
r8,BLM,sklar,empirical,money-fx,206,2368,20.007495350204408
r8,BLM,sklar,empirical,acq,1596,7853,68.57953412551433
r8,BLM,sklar,empirical,interest,190,1758,14.090811235830188
r8,BLM,vectorized,aposteriori,crude,253,3142,16.004327150061727
r8,BLM,vectorized,aposteriori,earn,2840,7722,140.27441295981407
r8,BLM,vectorized,aposteriori,grain,41,1283,2.2411895524710417
r8,BLM,vectorized,aposteriori,trade,251,3079,17.676758704707026
r8,BLM,vectorized,aposteriori,ship,108,1954,5.502410772256553
r8,BLM,vectorized,aposteriori,money-fx,206,2368,10.990437510423362
r8,BLM,vectorized,aposteriori,acq,1596,7853,117.13847688026726
r8,BLM,vectorized,aposteriori,interest,190,1758,7.201873158104718
r8,BLM,approximate,aposteriori,crude,253,3142,15.773819818161428
r8,BLM,approximate,aposteriori,earn,2840,7722,176.34473518747836
r8,BLM,approximate,aposteriori,grain,41,1283,2.2129583703354
r8,BLM,approximate,aposteriori,trade,251,3079,17.141457883641124
r8,BLM,approximate,aposteriori,ship,108,1954,5.368171824142337
r8,BLM,approximate,aposteriori,money-fx,206,2368,10.854579681530595
r8,BLM,approximate,aposteriori,acq,1596,7853,116.6107191964984
r8,BLM,approximate,aposteriori,interest,190,1758,7.2256235191598535
r8,BLM,sklar,aposteriori,crude,253,3142,24.963566190563142
r8,BLM,sklar,aposteriori,earn,2840,7722,52.46100681833923
r8,BLM,sklar,aposteriori,grain,41,1283,10.182352836243808
r8,BLM,sklar,aposteriori,trade,251,3079,28.811177843250334
r8,BLM,sklar,aposteriori,ship,108,1954,12.060261620208621
r8,BLM,sklar,aposteriori,money-fx,206,2368,20.006316260434687
r8,BLM,sklar,aposteriori,acq,1596,7853,68.52101635932922
r8,BLM,sklar,aposteriori,interest,190,1758,14.037894086912274
cade,DM,vectorized,None,03_lazer,3698,39940,1053.0565543910488
cade,DM,vectorized,None,07_internet,1585,21374,265.7443656604737
cade,DM,vectorized,None,12_compras_on_line,423,7877,32.73381105437875
cade,DM,vectorized,None,10_noticias,701,16606,105.28579565417022
cade,DM,vectorized,None,06_educacao,1912,25740,374.34327637497336
cade,DM,vectorized,None,09_esportes,1277,18386,188.00654508545995
cade,DM,vectorized,None,04_informatica,2983,30846,653.5982276136056
cade,DM,vectorized,None,08_cultura,1494,34369,419.93701410107315
cade,DM,vectorized,None,05_saude,2118,28675,451.7131115021184
cade,DM,vectorized,None,11_ciencias,569,15502,81.54821617808193
cade,DM,vectorized,None,01_servicos,5627,39529,1473.8455260219052
cade,DM,vectorized,None,02_sociedade,4935,71387,2389.4060495486483
cade,DM,approximate,None,03_lazer,3698,39940,1031.3436449514702
cade,DM,approximate,None,07_internet,1585,21374,266.8590717520565
cade,DM,approximate,None,12_compras_on_line,423,7877,31.54466168116778
cade,DM,approximate,None,10_noticias,701,16606,99.41862681414932
cade,DM,approximate,None,06_educacao,1912,25740,369.8693150850013
cade,DM,approximate,None,09_esportes,1277,18386,182.60341524891555
cade,DM,approximate,None,04_informatica,2983,30846,643.5370069546625
cade,DM,approximate,None,08_cultura,1494,34369,272.6573813064024
cade,DM,approximate,None,05_saude,2118,28675,440.70847400836647
cade,DM,approximate,None,11_ciencias,569,15502,80.28980200644583
cade,DM,approximate,None,01_servicos,5627,39529,1458.790492230095
cade,DM,approximate,None,02_sociedade,4935,71387,2158.6246374929324
